transformed_feature,l1_coefficient,absolute_coefficient,selected_by_l1,source_feature,association_direction
categorical__brand_clean_first_brw,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_bts,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_canon,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_canyon,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_carfashion,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_casio,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_centek,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_chayka,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_cordiant,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_crown,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_dauscher,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_decathlon,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_defacto,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_defender,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_dell,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_delonghi,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_dyson,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_electrolux,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_elenberg,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_epson,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_escan,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_force,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_galaxy,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_gefest,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_gf,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_giant,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_gigabyte,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_gorenje,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_haier,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_hansa,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_hasbro,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_honor,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_housefit,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_huawei,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_huggies,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_huter,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_hygge,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_hyperx,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_computers.peripherals.printer,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_intel,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_intex,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_iqos,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_jade,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_jaguar,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_janome,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_jbl,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_jvc,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_karcher,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_kenwood,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_kicx,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_kingston,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_kitfort,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_lego,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__first_event_hour_3,0.0,0.0,False,first_event_hour,Coefficient shrunk to zero
numeric__missingindicator_price_for_aggregation_first,0.0,0.0,False,price_for_aggregation_first,Coefficient shrunk to zero
categorical__brand_clean_first_lider,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_logitech,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_lorelli,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_lucente,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_magnetta,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_maxwell,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_meizu,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_microsoft,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__event_type_first_cart,0.0,0.0,False,event_type_first,Coefficient shrunk to zero
categorical__brand_clean_first_msi,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_nika,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_nike,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_nokia,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_nokian,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_omron,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_oneplus,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_oppo,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_panasonic,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_philips,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_phoenix,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_pioneer,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__event_type_first_view,0.0,0.0,False,event_type_first,Coefficient shrunk to zero
categorical__brand_clean_first_prestigio,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__event_type_second_view,0.0,0.0,False,event_type_second,Coefficient shrunk to zero
categorical__brand_clean_first_puma,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_realme,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_redmond,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_respect,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_restime,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_ritmix,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_rivertoys,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_rondell,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_rowenta,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_samsung,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_scarlett,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_skad,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_sokolov,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_accessories.bag,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_stagg,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_stels,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_sv,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_sven,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_swat,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_tcl,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_tefal,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_thermomix,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_torrent,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_indesit,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_tramontina,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_transcend,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_triangle,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_trust,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_tunga,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_accessories.wallet,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_verloni,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_viatti,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_vitek,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_vivo,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_x-game,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.jeans,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_first_yokohama,0.0,0.0,False,brand_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.jumper,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_a-case,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_acer,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_adidas,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_aerocool,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_almacom,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_alteco,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_amd,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.pajamas,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shirt,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_ariston,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_artel,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shoes.espadrilles,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shoes.keds,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_atlant,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_axis,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_baden,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_beko,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shoes.moccasins,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_bq,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_braun,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_brw,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_bts,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_canon,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_canyon,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_carfashion,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_casio,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_centek,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_chayka,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_chicco,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shoes.sandals,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_crown,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_dauscher,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_decathlon,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__category_code_clean_first_apparel.shoes.slipons,0.0,0.0,False,category_code_clean_first,Coefficient shrunk to zero
categorical__brand_clean_second_defender,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
categorical__brand_clean_second_dell,0.0,0.0,False,brand_clean_second,Coefficient shrunk to zero
